VM_Resource_ID,VM_Size_GB,Disk_Tier,Vault_Redundancy,Restore_Method,Region,Network_Bandwidth_Mbps,Restore_Time_Min
/subscriptions/38c069b3/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-24,1579,Premium_SSD,LRS,Instant,Southeast Asia,10000,8.74
/subscriptions/580787c8/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-25,3549,Premium_SSD,LRS,Vault,East US,10000,304.85
/subscriptions/7ff794a3/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-26,2917,Ultra,LRS,Vault,West Europe,5000,101.57
/subscriptions/7569de5c/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-27,2497,Premium_SSD,LRS,Vault,East US,10000,215.08
/subscriptions/891c1b52/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-28,1279,Standard_SSD,GRS,Instant,Southeast Asia,5000,19.29
/subscriptions/c4ba7d1d/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-29,1019,Premium_SSD,LRS,Vault,Southeast Asia,5000,88.95
/subscriptions/0be70400/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-30,2388,Standard_SSD,GRS,Vault,West Europe,10000,639.5
/subscriptions/826c0739/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-31,1248,Ultra,GRS,Vault,East US,10000,61.64
/subscriptions/81b989bc/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-32,523,Premium_SSD,LRS,Vault,West Europe,5000,46.63
/subscriptions/5e683f40/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-33,3449,Standard_SSD,GRS,Vault,West Europe,5000,826.08
/subscriptions/fbac6703/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-34,85,Premium_SSD,LRS,Vault,Southeast Asia,10000,9.25
/subscriptions/6413180f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-35,2364,Premium_SSD,ZRS,Instant,East US,10000,12.09
/subscriptions/399ae41b/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-36,811,Standard_SSD,LRS,Vault,East US,5000,140.41
/subscriptions/008ef644/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-37,2968,Standard_SSD,ZRS,Instant,East US,5000,27.33
/subscriptions/cff5d705/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-38,3696,Premium_SSD,GRS,Vault,East US,5000,443.55
/subscriptions/5cd3a2fa/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-39,538,Premium_SSD,LRS,Vault,West Europe,1000,47.91
/subscriptions/259f2454/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-40,1146,Premium_SSD,GRS,Instant,West Europe,5000,8.85
/subscriptions/9f994bc5/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-41,2622,Premium_SSD,ZRS,Instant,Southeast Asia,1000,13.19
/subscriptions/f1400e94/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-42,3817,Premium_SSD,GRS,Instant,West Europe,10000,24.8
/subscriptions/2418884b/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-43,2111,Premium_SSD,ZRS,Vault,West Europe,10000,182.14
/subscriptions/e742bdee/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-44,3611,Premium_SSD,ZRS,Vault,Southeast Asia,5000,310.14
/subscriptions/3c0f78a3/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-45,2811,Premium_SSD,LRS,Instant,Southeast Asia,10000,13.99
/subscriptions/38e3f24d/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-46,1039,Premium_SSD,LRS,Vault,Southeast Asia,10000,90.66
/subscriptions/92439c7a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-47,1870,Standard_SSD,GRS,Vault,West Europe,10000,448.81
/subscriptions/84586251/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-48,253,Standard_HDD,LRS,Instant,West Europe,10000,7.4
/subscriptions/ee581333/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-49,3069,Premium_SSD,ZRS,Instant,Southeast Asia,1000,15.09
/subscriptions/cf1f4a52/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-50,2798,Premium_SSD,ZRS,Vault,Southeast Asia,1000,240.76
/subscriptions/db313dca/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-51,3069,Premium_SSD,LRS,Vault,Southeast Asia,5000,263.89
/subscriptions/d21bf45e/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-52,626,Standard_SSD,LRS,Vault,West Europe,5000,108.84
/subscriptions/6a22844b/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-53,1963,Standard_SSD,GRS,Instant,West Europe,5000,25.45
/subscriptions/2b18ee61/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-54,3702,Standard_HDD,LRS,Instant,East US,10000,80.98
/subscriptions/c221e9a0/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-55,1331,Standard_SSD,ZRS,Vault,West Europe,10000,229.16
/subscriptions/2f90fe3a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-56,2943,Premium_SSD,LRS,Instant,West Europe,1000,14.56
/subscriptions/c92c4b2d/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-57,1592,Standard_SSD,GRS,Instant,West Europe,1000,21.02
/subscriptions/d6e912af/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-58,3266,Premium_SSD,LRS,Instant,Southeast Asia,5000,15.93
/subscriptions/73406223/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-59,3620,Ultra,GRS,Vault,West Europe,1000,174.99
/subscriptions/b962e5eb/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-60,3954,Standard_SSD,LRS,Vault,Southeast Asia,1000,676.82
/subscriptions/adc1c762/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-61,710,Premium_SSD,GRS,Vault,East US,1000,86.82
/subscriptions/50304d0e/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-62,2132,Premium_SSD,LRS,Vault,East US,1000,183.93
/subscriptions/66e3e0b4/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-63,2952,Standard_SSD,GRS,Instant,Southeast Asia,1000,37.27
/subscriptions/c5c69ddf/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-64,2278,Premium_SSD,ZRS,Vault,Southeast Asia,5000,196.39
/subscriptions/5e9521ef/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-65,1361,Premium_SSD,LRS,Instant,Southeast Asia,5000,7.81
/subscriptions/5c113996/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-66,2499,Ultra,LRS,Vault,West Europe,1000,87.3
/subscriptions/09b158a2/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-67,664,Standard_SSD,LRS,Vault,East US,5000,115.32
/subscriptions/250b89b1/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-68,2427,Ultra,GRS,Vault,Southeast Asia,10000,117.98
/subscriptions/95707061/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-69,2125,Premium_SSD,GRS,Instant,West Europe,1000,14.69
/subscriptions/8d4897c6/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-70,305,Standard_SSD,GRS,Vault,East US,10000,74.87
/subscriptions/89486d5a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-71,2105,Premium_SSD,LRS,Instant,West Europe,5000,10.98
/subscriptions/787d30ec/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-72,2888,Ultra,LRS,Vault,East US,5000,100.58
/subscriptions/bce51a62/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-73,3481,Premium_SSD,GRS,Vault,West Europe,10000,417.86
/subscriptions/2fd73476/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-74,2676,Standard_SSD,LRS,Vault,East US,5000,458.7
/subscriptions/f0589814/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-75,3009,Premium_SSD,ZRS,Vault,East US,1000,258.77
/subscriptions/55ff1c2e/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-76,1427,Standard_SSD,LRS,Vault,West Europe,10000,245.54
/subscriptions/85a75860/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-77,2203,Standard_HDD,GRS,Instant,Southeast Asia,1000,67.8
/subscriptions/843d3750/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-78,1454,Standard_SSD,LRS,Vault,East US,10000,250.15
/subscriptions/69c3125d/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-79,3067,Standard_SSD,LRS,Instant,Southeast Asia,5000,28.17
/subscriptions/ae8602fd/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-80,1542,Standard_SSD,GRS,Vault,West Europe,10000,370.44
/subscriptions/c14fd16e/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-81,3563,Standard_SSD,GRS,Vault,Southeast Asia,10000,853.32
/subscriptions/c62cd255/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-82,2620,Premium_SSD,ZRS,Vault,Southeast Asia,1000,225.57
/subscriptions/65159af7/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-83,839,Standard_SSD,LRS,Vault,Southeast Asia,5000,145.19
/subscriptions/b793c1f3/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-84,4078,Standard_SSD,LRS,Vault,Southeast Asia,1000,697.98
/subscriptions/03a9a4bd/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-85,98,Premium_SSD,GRS,Instant,Southeast Asia,5000,2.59
/subscriptions/6457f6cd/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-86,2317,Premium_SSD,GRS,Vault,East US,1000,278.8
/subscriptions/61d7bfd4/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-87,3216,Premium_SSD,LRS,Instant,East US,10000,15.72
/subscriptions/b9d1c41c/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-88,2019,Standard_SSD,LRS,Vault,East US,1000,346.58
/subscriptions/158aef26/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-89,1649,Standard_SSD,LRS,Instant,West Europe,5000,17.63
/subscriptions/e5f95fb2/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-90,4007,Standard_HDD,ZRS,Instant,Southeast Asia,5000,87.48
/subscriptions/d18a2456/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-91,3523,Standard_SSD,LRS,Vault,East US,10000,603.26
/subscriptions/233ce0a4/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-92,3137,Standard_SSD,LRS,Instant,West Europe,5000,28.77
/subscriptions/0e83263e/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-93,1085,Standard_SSD,LRS,Vault,East US,1000,187.17
/subscriptions/97fdbf7f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-94,3525,Standard_HDD,LRS,Instant,East US,10000,77.2
/subscriptions/dff0e7ed/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-95,2677,Standard_SSD,LRS,Instant,Southeast Asia,5000,24.84
/subscriptions/9fae7cb0/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-96,1193,Premium_SSD,GRS,Vault,West Europe,5000,167.08
/subscriptions/48cfa570/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-97,3907,Standard_SSD,LRS,Instant,Southeast Asia,1000,35.34
/subscriptions/469916ed/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-98,3957,Standard_SSD,ZRS,Instant,Southeast Asia,1000,35.77
/subscriptions/37e2231f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-99,1564,Premium_SSD,LRS,Vault,East US,10000,135.46
/subscriptions/183f7fa7/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-100,766,Premium_SSD,GRS,Instant,Southeast Asia,5000,6.58
/subscriptions/4faa7e2d/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-101,2513,Standard_HDD,ZRS,Vault,West Europe,1000,1074.21
/subscriptions/89fa0f60/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-102,2841,Premium_SSD,GRS,Instant,Southeast Asia,10000,18.97
/subscriptions/3c3eb5e4/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-103,1643,Premium_SSD,GRS,Instant,Southeast Asia,5000,11.81
/subscriptions/613a77df/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-104,225,Standard_HDD,LRS,Vault,Southeast Asia,5000,98.0
/subscriptions/5dad5a8a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-105,265,Premium_SSD,LRS,Instant,East US,10000,3.13
/subscriptions/caf74594/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-106,2045,Ultra,GRS,Instant,West Europe,10000,6.89
/subscriptions/e4b7d522/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-107,1059,Standard_HDD,ZRS,Instant,East US,1000,24.59
/subscriptions/3115155e/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-108,2381,Standard_SSD,GRS,Instant,East US,5000,30.45
/subscriptions/8b9169b3/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-109,3998,Premium_SSD,GRS,Vault,East US,5000,479.63
/subscriptions/5e8800a5/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-110,879,Premium_SSD,GRS,Instant,East US,5000,7.25
/subscriptions/f0e80454/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-111,3406,Standard_SSD,LRS,Vault,East US,10000,583.29
/subscriptions/36b4322d/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-112,519,Standard_SSD,LRS,Vault,West Europe,1000,90.58
/subscriptions/103b379a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-113,3597,Standard_SSD,GRS,Vault,Southeast Asia,5000,861.44
/subscriptions/2f2a209d/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-114,3862,Premium_SSD,ZRS,Vault,East US,10000,331.56
/subscriptions/9acd7bb3/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-115,1339,Premium_SSD,LRS,Instant,East US,5000,7.71
/subscriptions/a7c979ce/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-116,1080,Standard_SSD,GRS,Vault,West Europe,1000,260.05
/subscriptions/913a2bd3/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-117,3837,Premium_SSD,LRS,Instant,West Europe,5000,18.37
/subscriptions/57dbefc3/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-118,2407,Premium_SSD,GRS,Vault,Southeast Asia,1000,289.56
/subscriptions/8672dd20/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-119,3860,Standard_HDD,LRS,Vault,West Europe,1000,1648.93
/subscriptions/106ecad5/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-120,2831,Standard_SSD,LRS,Instant,Southeast Asia,5000,26.16
/subscriptions/6bfcfa75/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-121,3884,Premium_SSD,GRS,Vault,East US,5000,466.01
/subscriptions/f21bc65a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-122,401,Premium_SSD,LRS,Vault,East US,1000,36.22
/subscriptions/6f2f7f8e/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-123,942,Premium_SSD,GRS,Instant,Southeast Asia,10000,8.23
/subscriptions/0d3c46ec/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-124,1140,Premium_SSD,GRS,Instant,West Europe,1000,8.81
/subscriptions/39417256/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-125,855,Standard_SSD,ZRS,Vault,Southeast Asia,5000,147.92
/subscriptions/b0f439f3/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-126,4057,Premium_SSD,LRS,Vault,West Europe,5000,348.2
/subscriptions/421265e5/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-127,2328,Premium_SSD,LRS,Vault,East US,10000,200.66
/subscriptions/94ffcf1e/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-128,827,Standard_SSD,LRS,Vault,West Europe,1000,143.14
/subscriptions/32c7406c/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-129,2299,Standard_SSD,ZRS,Vault,Southeast Asia,1000,394.36
/subscriptions/b3a24651/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-130,443,Standard_SSD,ZRS,Vault,Southeast Asia,1000,77.61
/subscriptions/d0c5dc7b/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-131,556,Standard_HDD,GRS,Instant,East US,5000,18.61
/subscriptions/7788ca6f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-132,3176,Standard_SSD,ZRS,Instant,West Europe,1000,29.1
/subscriptions/a8062fef/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-133,1244,Standard_SSD,GRS,Vault,West Europe,10000,299.23
/subscriptions/bee8a242/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-134,2126,Standard_SSD,GRS,Vault,West Europe,5000,509.97
/subscriptions/1d66b9c0/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-135,3948,Standard_SSD,LRS,Instant,East US,5000,35.69
/subscriptions/2ba55591/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-136,128,Premium_SSD,GRS,Instant,West Europe,1000,2.76
/subscriptions/f2914e54/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-137,3992,Premium_SSD,LRS,Vault,Southeast Asia,10000,376.2
/subscriptions/424264e7/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-138,3974,Premium_SSD,ZRS,Vault,West Europe,5000,341.11
/subscriptions/3628684c/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-139,2632,Premium_SSD,GRS,Vault,East US,5000,316.44
/subscriptions/185d785b/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-140,1431,Premium_SSD,GRS,Vault,West Europe,1000,172.96
/subscriptions/902954be/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-141,1216,Standard_HDD,LRS,Instant,West Europe,1000,27.94
/subscriptions/8ceca472/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-142,2091,Premium_SSD,LRS,Instant,Southeast Asia,10000,11.84
/subscriptions/af384357/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-143,2759,Premium_SSD,LRS,Instant,West Europe,1000,13.77
/subscriptions/087ac173/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-144,1559,Premium_SSD,LRS,Instant,Southeast Asia,10000,8.65
/subscriptions/c77db6d2/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-145,3198,Premium_SSD,LRS,Vault,Southeast Asia,5000,274.9
/subscriptions/276fe243/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-146,1226,Standard_SSD,ZRS,Vault,East US,10000,211.24
/subscriptions/9628e3b4/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-147,1586,Standard_SSD,GRS,Vault,Southeast Asia,10000,380.95
/subscriptions/67465fed/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-148,2704,Standard_SSD,LRS,Vault,Southeast Asia,10000,463.48
/subscriptions/ccc7324f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-149,455,Premium_SSD,LRS,Instant,East US,5000,3.94
/subscriptions/e8be7fbd/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-150,1762,Premium_SSD,LRS,Vault,Southeast Asia,1000,152.36
/subscriptions/64238f16/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-151,482,Standard_SSD,GRS,Vault,East US,5000,117.17
/subscriptions/6567ede4/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-152,2400,Ultra,GRS,Vault,West Europe,1000,116.69
/subscriptions/a8754beb/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-153,442,Premium_SSD,ZRS,Instant,East US,10000,3.89
/subscriptions/765153bd/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-154,1860,Standard_SSD,LRS,Vault,Southeast Asia,10000,319.44
/subscriptions/03d3ec43/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-155,3625,Standard_SSD,ZRS,Vault,East US,10000,620.67
/subscriptions/4ad076e5/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-156,2342,Standard_SSD,ZRS,Instant,Southeast Asia,10000,21.99
/subscriptions/482dc87f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-157,3129,Standard_SSD,LRS,Instant,West Europe,10000,28.7
/subscriptions/239eb126/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-158,2152,Standard_SSD,ZRS,Vault,East US,1000,369.27
/subscriptions/d26d6285/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-159,3163,Standard_SSD,LRS,Vault,West Europe,1000,541.82
/subscriptions/81e3048c/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-160,2246,Standard_SSD,ZRS,Instant,Southeast Asia,10000,21.17
/subscriptions/cabb1496/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-161,264,Standard_SSD,LRS,Vault,Southeast Asia,5000,47.06
/subscriptions/a6b6d0f5/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-162,1927,Premium_SSD,ZRS,Instant,West Europe,5000,10.22
/subscriptions/df2782d7/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-163,843,Standard_HDD,ZRS,Vault,East US,10000,361.68
/subscriptions/128ef5e4/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-164,3041,Premium_SSD,ZRS,Instant,East US,1000,14.97
/subscriptions/32a14a21/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-165,3168,Premium_SSD,GRS,Vault,Southeast Asia,5000,380.47
/subscriptions/5d97a7c5/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-166,3183,Ultra,LRS,Instant,West Europe,5000,7.43
/subscriptions/deda919d/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-167,566,Standard_SSD,LRS,Instant,West Europe,5000,6.83
/subscriptions/24fefd54/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-168,2518,Standard_SSD,LRS,Instant,East US,10000,26.66
/subscriptions/461f40de/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-169,3709,Ultra,LRS,Instant,East US,5000,8.33
/subscriptions/854961b4/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-170,1815,Premium_SSD,GRS,Vault,East US,5000,218.83
/subscriptions/3146f16a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-171,868,Premium_SSD,LRS,Instant,West Europe,5000,5.7
